Question ID,ID,Created,Case,Model,Component,Component Description,Question,Photos,Status,Assigned to:,Answer,Answer Date,Doc360 URL
Q - 229,229,6/24/25,,"101 - Standard Complete Platinum,102 - Commercial,103 - PRO,104 - Commercial PRO,105 - Classic*,106 - Commander Pro,""107 - Commercial Pro 8"""" Jetpath"",109 - Commander*,110 - Commercial Pro*,111 - XL*,112 - Z-10*",,,What is the Diameter of hole in the clevis pin and the cotter pin(Bridge pin)?,,Answered,,"Thanks for reaching out with your question! I'm happy to help you with this.

Here are the dimensions you're looking for:

Clevis Pin Hole Diameter: 0.75 mm (0.0295 in)

Cotter Pin Diameter: 2.2 mm (0.0870 in)

These sizes are standard for securing parts on your Cyclone Rake, and they’re matched to ensure a snug and secure fit.

Let me know if you're replacing parts or need help finding the correct hardware—I'm glad to assist!",,
Q - 223,223,6/24/25,,"""107 - Commercial Pro 8"""" Jetpath""",,,Can the Cyclone Rake connect to a Power Take Off Feature? PTO,,Answered,,"Thanks for reaching out with your question! I'm happy to help you with this.

The Cyclone Rake does not connect to a tractor’s PTO (Power Take-Off) system. Instead, it’s designed with its own Briggs & Stratton engine, which powers the vacuum independently of your tractor.

Here’s why that’s a benefit:
You don’t need to rely on your tractor’s PTO or worry about compatibility

The Cyclone Rake engine provides consistent, reliable performance all on its own

Your PTO remains free for other attachments when needed

You can find more helpful details on tractor and mower compatibility here:
Cyclone Rake Mower Compatibility Guide

Let me know your tractor’s make and model if you’d like help confirming the best setup!",7/31/25,https://cyclopedia.cyclonerake.com/docs/cyclone-rake-mower-compatibility-guide?highlight=PTO
Q - 192,192,6/24/25,,,,,I bought a used Cyclone Rake. Can you tell me which model I have?,,Answered,,"Thank you so much for reaching out with your question! I’m happy to help you identify your Cyclone Rake model.

Congrats on your pre-owned Cyclone Rake!
We can definitely help you figure out which model you have. There are a couple of ways to do this:

Option 1: Previous Owner Lookup
If you know the name of the original owner, we can check our records (if they purchased directly from us). That’s the fastest way to confirm the exact model and configuration.

Option 2: Visual & Measurement Clues
If you don’t have that info, no problem! Please take a look at these features and send us your answers:

Collector Bag Color: Is it green or black?

Collector Bag Shape: Is it wider in the back or uniform all around?

Deck Hose Size: What’s the inside diameter of the hose?

7-inch

8-inch

10-inch

Engine Info: Check for a label on the engine — what’s the horsepower and model number?

Photos Help!
If you can, send us a few clear photos of the:

Engine

Collector bag

Blower housing

Chassis/frame area

With this info, we’ll be able to identify your model and guide you on compatible parts or upgrades.

Looking forward to helping you get the most out of your Cyclone Rake!",7/25/25,https://cyclopedia.cyclonerake.com/docs/identifying-your-used-cyclone-rake-model?highlight=used
Q - 148,148,6/24/25,,109 - Commander*,"""02-03-017 | 4-Blade Yellow Impeller w/hardware kit Tecumseh, Intek, Phase 1 & 2 Vanguard Engines"",""02-03-020 | 5-Blade Orange Impeller w/hardware kit - for B&S Intek, Phase 1 & 2 Vanguard""",", 02-03-017, Replacement Impeller Option 2, 02-03-020",What is the part number for replacement Impeller for a          109 - Commander 6.5 Vanguard Phse 1,,Answered,,"Thanks for reaching out with your question! I looked into the replacement parts for your 109 – Commander with the 6.5 HP Vanguard Phase 1 engine, and here are your compatible impeller options:

Available Impeller Options:
Part #02-03-017 – 4-Blade Yellow Impeller with Hardware Kit
This is the original replacement impeller designed for your unit.

Part #02-03-020 – 5-Blade Orange Impeller with Hardware Kit
This is an upgraded option that delivers around 25% more suction than the original.

Either one will fit your Commander model, depending on whether you prefer the standard performance or an extra boost in suction.

Let me know if you’d like help placing an order or if you have any other questions! ",7/24/25,
Q - 184,184,6/24/25,,112 - Z-10*,,,What is the tongue weight of the Cyclone Rake Z10?,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

The tongue weight of the Cyclone Rake Z10 is approximately 120 pounds.

Here’s a quick breakdown of weights for your reference:

Engine/Blower Unit: 110 pounds

Tongue Weight (Z10): ~120 pounds

Total Assembled Weight: 250 pounds

If you need anything else, feel free to ask!",7/25/25,https://cyclopedia.cyclonerake.com/docs/cyclone-rake-weight-specifications?highlight=tongue
Q - 135,135,6/24/25,,102 - Commercial,"""04-03-303 | 39"""" Rectangle Collector Bag Upgrade Kit to Tapered Commercial PRO Bag""",", 04-03-303",What is the part number for replacement collector bag for the 102 - Commercial Commercial model? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

The correct replacement collector bag for the Cyclone Rake Commercial model (unit 102) is part number 04-03-303. 

If you need any additional parts, feel free to let me know—I’ll be happy to assist.",,
Q - 136,136,6/24/25,,104 - Commercial PRO,"""05-03-308 | Commercial PRO, XL & Z-10 Collector Bag - Velcro""",", 05-03-308",What is the part number for replacement collector bag for the 104 - Commercial PRO Commercial Pro model? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

The correct replacement collector bag for the Cyclone Rake Commercial PRO (model 104) is part number 05-03-308. 

If you’re also looking for other replacement parts, just let me know and I’d be glad to help with that too.",,
Q - 173,173,6/24/25,,103 - PRO Pro,01-01-600A | Chassis Unit Complete (31- 3/4 inches wide),"Chassis, 01-01-600A","What is the part number for Replacement Chassis for  103 - PRO 7"" Pro? ",,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

The correct replacement chassis for your Cyclone Rake 103 - PRO 7"" Pro model is:

Part #01-01-600A – Chassis Unit Complete (31-3/4 inches wide)

If there's anything else you need, please don't hesitate to ask!",7/25/25,
Q - 134,134,6/24/25,,106 - Commander PRO JetPath,"""03-03-303 | 34"""" Rectangle Collector Bag Upgrade Kit to Tapered Commander Bag""",", 03-03-303",What is the part number for replacement collector bag for the 106 - Commander PRO JetPath Commander Pro model? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

For your 106 – Commander PRO model with the 8"" JetPath system, the correct replacement collector bag is:

Part #03-03-308 – Commander Collector Bag (Velcro style)

You can view and order the replacement bag here:
Commander Collector Bag – Velcro

Let me know if you need help installing it or have any other questions!",7/11/25,
Q - 203,203,6/24/25,,105 - Classic*,,,Can I buy one half of the roof rack carrier?,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

If you need to replace one side or strut of the Roof Rack Carrier, you’ll need to purchase the entire Roof Rack Carrier assembly, as we don’t offer the individual struts separately.

Let me know if you'd like help placing an order or if you have any other questions—I’m here to help!",,
Q - 204,204,6/24/25,,101 - Standard Complete Platinum,,,Can I buy the liner separate and install it myself?,,Answered,,"Among the parts we sell, the blower housing liner is the only one not sold separately and we want to share with you why.

With 25 years of experience selling and supporting Cyclone Rakes, we have a deep understanding of its operation and how parts wear.

As materials move through the blower housing, the liner protects the inside of the housing from the abrasive conditions. If the liner wears through, it exposes the housing to the abrasion, resulting in a failure. Furthermore, we have found that when the liner fails, the housing can also experience excessive wear.

The reason for not selling it separately is that an improperly installed liner could cause other problems and pose safety concerns. A properly seated liner is critical since the impeller must never come in contact with the liner. If this occurs, it can create chips in the impeller and lead to an “out-of-round situation”, which can damage both the impeller and the engine. As you can understand, a liner that has not been installed properly and comes loose during operation is also a safety hazard that we take very seriously.

We understand many of our customers are handy around the shop and take very good care of their tools. We're not here to tell you how to maintain your property and respect your decision to use and repair your tools as you see fit. However, we also want you to understand why we made this decision and why it is in place today.",,
Q - 130,130,6/24/25,,112 - Z-10*,"""05-03-308 | Commercial PRO, XL & Z-10 Collector Bag - Velcro""","Collector Bag, 05-03-308",What is the part number for replacement collector bag for the Z10 model? ,,Answered,,Part #05-03-308,,
Q - 172,172,6/24/25,,101 - Standard Complete Platinum,01-02-010 | Latch Upgrade Kit for old style Collector Bag with elastic collar,"Latch Upgrade Kit for Exit Chute, 01-02-010",What is the part number for a Latch Upgrade Kit on a Classic Collector Bag?,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

The correct replacement part number for the Latch Upgrade Kit for your Classic Collector Bag is:

Part #01-02-010 – Latch Upgrade Kit (for old-style Collector Bag with elastic collar)

If you have any additional questions or need further assistance, please let me know!",7/25/25,
Q - 128,128,6/24/25,,101 - Standard Complete Platinum,01-04-152 | Green Cloth Repair Kit Complete,", 01-04-152",What is the part number for a Collector bag repair kit? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

Since you own a 101-Stand Complete Platinum Cyclone Rake, the correct part number for the Collector Bag Repair Kit is 01-04-152. This kit includes everything you’ll need to patch small holes or tears in your collector bag—green fabric patch, patching tape, alcohol pads, and a tube of vinyl adhesive. It’s a great way to keep your equipment in top shape without needing a full replacement.

You can find the kit here:
Green Cloth Repair Kit – Complete

And here’s a helpful article that walks through the repair process:
Repairing Your Cyclone Rake Collector Bag

Let me know if there’s anything else I can do for you!                                                                                                                                                                                                                  ",7/11/25,https://cyclopedia.cyclonerake.com/docs/repairing-your-cyclone-rake-collector-bag?highlight=repair
Q - 163,163,6/24/25,,109 - Commander*,"01-04-158 | Engine Upgrade Kit - XR950 PRO,01-04-306 | Engine Upgrade Kit - 6.5 HP Vanguard Cyclonic,04-02-302 | Engine Replacement Kit - XR950-PRO,01-04-307 | Engine Replacement Kit - 6.5HP Vanguard Cyclonic","Replacement Engine Option 1, 01-04-158, Engine Upgrade Kit - 6.5 HP Vanguard Cyclonic, 01-04-306, , 04-02-302, , 01-04-307",What is the part number for replacement Engine for a                    109 - Commander Commander? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

For your Cyclone Rake 109 – Commander model, there are a few different engine replacement options depending on the engine currently installed on your unit.

If you're replacing a Tecumseh, Briggs & Stratton Intek™, or an older 6.5HP Vanguard (Phase I or II):
Part #01-04-158 – Briggs & Stratton XR950 PRO Engine Upgrade Kit

Part #01-04-306 – Briggs & Stratton 6.5HP Vanguard Cyclonic Upgrade Kit

These upgrade kits include all necessary components to convert your current setup to the latest engine design.

If you already have the XR950 PRO or 6.5HP Vanguard Cyclonic:
Part #04-02-302 – Briggs & Stratton XR950 PRO Replacement Kit

Part #01-04-307 – Briggs & Stratton 6.5HP Vanguard Cyclonic Replacement Kit

Let me know which engine you currently have, and I’d be glad to confirm the right kit for your setup.

You can find more info here:
Commander Replacement Parts",,
Q - 194,194,6/24/25,,109 - Commander*,,,Can a fabric repair kit help repair the pocket for the side tube?,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

While the fabric repair kit is great for patching small tears on the collector bag, it’s not strong enough for repairing the side tube pocket, which handles a lot more stress and weight.

Here are your options for side tube pocket damage:
Try a DIY repair: Use heavy-duty fishing line or outdoor-grade thread to sew the tear closed. Reinforce the stitching well, since this part of the bag supports a lot of pressure.

Replace the collector bag: If sewing isn't practical or the damage is extensive, the best long-term solution is to replace the entire collector bag.

Let me know if you'd like help ordering a replacement or have any questions about the repair!",7/25/25,https://cyclopedia.cyclonerake.com/docs/repairing-your-cyclone-rake-collector-bag?highlight=tear
Q - 142,142,6/24/25,,105 - Classic*,"02-03-018 | 4-Blade-Yellow Impeller Replacement Kit - XR950 and 6.5HP Vanguard Cyclonic,02-03-021 | 5-Blade Orange Impeller Replacement Kit - XR950 and 6.5 HP Vanguard Cyclonic",", 02-03-018, , 02-03-021",What is the part number for replacement Impeller for a          105 - Classic Classic (XR or Cyclonic Models)? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

For your 105 – Classic model equipped with the XR950 PRO engine, you have two great options for a replacement impeller:

Part #02-03-018 – 4-Blade Yellow Impeller Replacement Kit
This is the standard replacement for the XR950 and 6.5HP Vanguard Cyclonic engines.

Part #02-03-021 – 5-Blade Orange Impeller Replacement Kit
This upgraded impeller gives you increased suction power and performance, ideal for heavier leaf loads or damp material.

Both kits include the hardware you need for installation. If you'd like to see how to replace the impeller, here’s a handy guide:
Replacing Your Cyclone Rake Impeller

You can also explore other replacement parts for your unit in the
Aftermarket Parts section of our website.

Let me know if you’d like help choosing the best option or placing an order!",7/11/25,
Q - 153,153,6/24/25,,110 - Commercial Pro*,"""01-03-1035  | Blower Only Replacement Kit - 7"""" Blower Inlet: Green (No Impeller, Standard Liner) INTEK, Phase 1 & 2 Vanguard Engines"",""01-03-1065  | Blower Only Replacement Kit - 7"""" Blower Inlet: Green (No Impeller, Blue Diamond Liner) Intek, Phase 1 & 2 Vanguard Engines"",""01-04-1040 | Blower Replacement Kit - XR950 and Cyclonic 8"""" Blower Inlet: Green (Standard Liner, w/5-blade Impeller)"",""01-04-1070 | Blower Replacement Kit - XR950 and Cyclonic 8"""" Blower Inlet: Green (Blue Diamond Liner, w/5-blade Impeller)""","Replacement Blower Housing Option 1, 01-03-1035 , Replacement Blower Housing Option 2, 01-03-1065 , Replacement Blower w/ Impeller Option 1, 01-04-1040, Replacement Blower w/ Impeller Option 2, 01-04-1070",What is the part number for Replacement Blower Unit for a Commercial PRO with a Cyclonic engine? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

For your Cyclone Rake Commercial PRO model with a Cyclonic engine, the correct replacement blower unit options are:

Part #01-04-104 – Commercial PRO (Standard Liner, with 5-Blade Impeller)
(Complete blower kit including impeller, with standard liner.)

Part #01-04-107 – Commercial PRO JetPath (Blue Diamond Liner, with 5-Blade Impeller)
(Complete blower kit including impeller, with upgraded Blue Diamond liner for enhanced durability.)

If you prefer the blower replacement without an impeller, you have these options:

Part #01-03-103 – PRO (Standard Liner, No Impeller)

Part #01-03-106 – Commander PRO JetPath (Blue Diamond Liner, No Impeller)

Please let me know if you have any further questions or need additional assistance!",7/25/25,
Q - 151,151,6/24/25,,103 - PRO,"""02-03-017 | 4-Blade Yellow Impeller w/hardware kit Tecumseh, Intek, Phase 1 & 2 Vanguard Engines"",""02-03-020 | 5-Blade Orange Impeller w/hardware kit - for B&S Intek, Phase 1 & 2 Vanguard""",", 02-03-017, Replacement Impeller Option 2, 02-03-020","What is the part number for replacement Impeller for a          103 - PRO Pro 7"" (Not XR or Cyclonic)? ",,Answered,,"Thanks for reaching out with your question! I looked into this for your 103 – PRO with the standard 7"" JetPath, and here’s what you need to know.

You have two compatible impeller options:
Part #02-03-017 – 4-Blade Yellow Impeller with Hardware Kit
This is the original replacement for your model.
4-Blade Yellow Impeller – Tecumseh, Intek Phase 1 & 2, Vanguard

Part #02-03-020 – 5-Blade Orange Impeller with Hardware Kit
This upgraded impeller delivers 25% more suction and fits your unit as well.
5-Blade Orange Impeller – Intek Phase I & II, Vanguard

Let me know if you’d like help choosing between the two or placing an order!",7/24/25,
Q - 195,195,6/24/25,,,,,Can Cyclone Rake be used to clean up stump chip debris?,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

The Cyclone Rake is not recommended for cleaning up stump chip debris. While it’s great for leaves, grass, and light yard waste, stump grinding chips are typically too heavy and dense for the system to handle effectively.

Here's why:
The extension hose can’t generate enough lift for heavy wood debris

Chips may clog the hose or strain the impeller and engine

It can lead to reduced performance or potential damage over time

For cleanup after stump grinding, we recommend using a shovel, rake, or front-end loader instead.

Let me know if you have any other questions—I’m here to help!",7/25/25,https://cyclopedia.cyclonerake.com/docs/what-can-i-use-my-cyclone-rake-for-understanding-material-limitations?highlight=stump
Q - 137,137,6/24/25,,105 - Classic*,"01-03-308 | Classic Collector Bag - Velcro,""03-03-303 | 34"""" Rectangle Collector Bag Upgrade Kit to Tapered Commander Bag""",", 01-03-308, , 03-03-303",What is the part number for replacement collector bag for the 105 - Classic model? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

For the Cyclone Rake Classic model (unit 105), you have two options for a replacement collector bag, depending on the capacity you'd like:

Part #01-03-308 – Standard 200-gallon collector bag (original size for the Classic)

Part #03-03-303 – Optional upgrade to the 285-gallon collector bag (used on the Commercial model, compatible with your unit)

Both options come ready to install, so you can choose based on your yard size and how often you want to unload.

You can browse more details here:
Classic Replacement Parts",7/14/25,
Q - 217,217,6/24/25,,110 - Commercial Pro*,,,Can I use my Cyclone Rake or engine in a high altitude environment?,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

Yes, you can use your Cyclone Rake and engine in high-altitude environments, but there are a few key adjustments to ensure proper performance and compliance.

What to Know About High Altitude Operation:
Fuel Requirement:
At elevations over 5,000 feet (1,524 meters), use fuel with a minimum 85 octane / 85 AKI (89 RON) rating.

Engine Adjustment Needed:
Engines operating at high altitudes may require a carburetor adjustment to maintain:

Proper fuel-to-air mixture

Emissions compliance

Optimal performance
Running without this adjustment can cause fouled spark plugs, hard starts, excess fuel use, and reduced power.

When to Consider Adjustments:
If you're operating at 3,000–4,000 feet or higher and notice your engine is running “rich,” it’s a sign you may need to adjust.

What to Do:
We recommend contacting a Briggs & Stratton authorized dealer for a proper high-altitude kit or carburetor adjustment. They can make the necessary modifications based on your elevation.

Let me know if you need help locating a service center near you!",,https://cyclopedia.cyclonerake.com/docs/operating-your-cyclone-rake-in-special-conditions-rain-and-high-altitude?highlight=altituyd
Q - 132,132,6/24/25,,110 - Commercial Pro*,"""05-03-308 | Commercial PRO, XL & Z-10 Collector Bag - Velcro""",", 05-03-308",What is the part number for replacement collector bag for the 110 - Commercial PRO Commercial Pro model? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

For your 110 – Commercial PRO model, the correct part number for the replacement collector bag is 05-03-308. This is the full Velcro-style collector bag assembly that fits the Commercial PRO, XL, and Z-10 models.

You can find the replacement bag here:
Commercial PRO, XL, and Z-10 Collector Bag – Velcro

Let me know if you need help with installation or anything else!",7/11/25,
Q - 159,159,6/24/25,,111 - XL*,,,What is the part number for replacement Engine for a                    XL? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

For your Cyclone Rake XL, there are two replacement engine options available:

Part #05-02-302 – Briggs & Stratton 8HP Vanguard Phase II (Pull-Start)
(Standard manual pull-start option.)

Part #05-02-302E – Briggs & Stratton 8HP Vanguard Phase II (Electric-Start)
(Upgraded option featuring convenient electric start.)

To help you decide whether the electric-start option is right for you, we've created a helpful article comparing the two:

Electric Start Engine Benefits

If you have any other questions, please let me know!",7/24/25,https://cyclopedia.cyclonerake.com/docs/electric-start-engine-benefits
Q - 143,143,6/24/25,,105 - Classic*,"""02-03-017 | 4-Blade Yellow Impeller w/hardware kit Tecumseh, Intek, Phase 1 & 2 Vanguard Engines"",02-03-021 | 5-Blade Orange Impeller Replacement Kit - XR950 and 6.5 HP Vanguard Cyclonic",", 02-03-017, , 02-03-021",What is the part number for replacement Impeller for a          105 - Classic Classic (Not XR or Cyclonic)? ,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

For your 105 – Classic model with a Vanguard 6.5HP Phase 1 engine, you have two compatible replacement impeller options:

Part #02-03-017 – 4-Blade Yellow Impeller w/ Hardware Kit
This is the standard replacement for Tecumseh, INTEK, and Phase 1 & 2 Vanguard engines.

Part #02-03-020 – 5-Blade Orange Impeller w/ Hardware Kit
This upgraded version delivers about 25% more suction power, which is great if you're handling heavier or more compacted debris.

You can view the installation guide here:
Replacing Your Cyclone Rake Impeller

And for other parts you may need, check out the
Aftermarket Parts section on our website.

Let me know if you’d like help choosing the right option or placing your order!",7/11/25,
Q - 176,176,6/24/25,,101 - Standard Complete Platinum,"""01-02-486  | 7""""x8"""" MDA Collar, w/Band Clamp""","MDA Collar, 01-02-486 ","What is the part number for 7"" x 8"" MDA collar?",,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

The correct part number for the 7"" x 8"" MDA Collar is:

Part #01-02-486 – 7"" x 8"" MDA Collar, with Latches and Band Clamp

Please let me know if you have any other questions—I'm here to help!",7/25/25,
Q - 185,185,6/24/25,,101 - Standard Complete Platinum,,,Can I add an electric start to my pull-start engine?,,Answered,,"Unfortunately we don't sell an electric starter kit that can be added to a pull-start engine. You may be able to contact Briggs & Stratton to ask if they would be able to retro fit an electric starter kit to your engine. However, it wouldn't be easy or cheap. They would have to tear apart the engine and add a gear to the flywheel, starter motor, wiring, key switch and battery. We do have complete electric start engines, but only for our XL and Z-10 models.",,
Q - 221,221,6/24/25,,109 - Commander*,,,Can I use the Rake to Vacuum out insulation from my attic or saw dust from my shop?,,Answered,,"Thanks for reaching out with your question! I'm happy to help you with this.

The Cyclone Rake is not designed for use with insulation or sawdust—it’s specifically built to collect organic yard debris like leaves, grass, and small twigs, either from your mower deck or using the Power Vacuum Pickup.

Here’s why it’s not suitable for insulation or sawdust:
The system isn’t sealed, so fine materials like sawdust or insulation would be blown out through the top screen, creating a bigger mess.

The blower unit is designed to process outdoor debris, not lightweight or airborne materials like attic insulation.

It could also lead to clogs or premature wear on parts not intended for this kind of material.

To keep your Cyclone Rake working its best, we recommend using it only for outdoor yard cleanup.

Let me know if you have questions about any other uses or attachments—we’re always here to help!",7/31/25,https://cyclopedia.cyclonerake.com/docs/what-can-i-use-my-cyclone-rake-for-understanding-material-limitations?highlight=sawdust
Q - 190,190,6/24/25,,101 - Standard Complete Platinum,,,Why Are My Wheels Shaking So Much!?,,Answered,,"It's not uncommon to notice some wheel shaking or wobbling when using your Cyclone Rake. While a certain amount of movement is actually by design, excessive shaking can be addressed with a few simple adjustments.

Our engineers purposely designed the Cyclone Rake wheels with some flexibility to help navigate bumpy terrain. If you're experiencing more wheel movement than seems normal, consider these common factors:

1. Operating Speed

Wheels tend to shake more at higher speeds, especially on hard surfaces like pavement or concrete
Try reducing your speed to see if this reduces the shaking
Remember that the Cyclone Rake is designed primarily for use on lawn surfaces, not for high-speed transportation

2. Load Distribution

An empty collector can lead to more noticeable wobbling
As the collector fills, the added weight often stabilizes the wheels
This is why the shaking might decrease as you collect more debris

3. Surface Type

Hard, flat surfaces like driveways or pavement tend to amplify wheel movement
Softer surfaces like grass and soil naturally dampen vibrations
The wheels will typically shake less on the turf areas where you'll be doing most of your work

Quick Fixes for Wheel Shaking

Adjust Tire Pressure
One of the most effective solutions is ensuring proper tire inflation:
Dual-PRO Super Wheels: Maintain 12-15 PSI per tire
Single Wheels: Maintain 20-25 PSI per tire
Use slower speeds when operating on hard surfaces
Take turns more gradually
Avoid rapid acceleration and deceleration

Incorrect tire pressure is frequently the cause of excessive wheel shaking. Check your pressure and adjust accordingly.",,
Q - 232,232,6/24/25,,"111 - XL*,112 - Z-10*",,,Do I have to charge the battery on my electric start engine every time?,,Answered,,"Thanks for reaching out with your question! I'm happy to help you with this.

You don’t need to charge the battery after every use on your electric start engine. The engine includes an alternator that recharges the battery while it's running, so under normal use, it stays topped off.

When should you charge it?
If the engine will sit unused for 3 months or more, we do recommend plugging it in to charge using the original charger that came with your unit.

This helps maintain the battery’s health and ensures it’ll be ready to go when you need it next.

For more tips and guidance, check out these helpful articles:

Electric Start Engine Tips & FAQs

Charging Your Cyclone Rake Electric Start Battery – Step-by-Step Guide

Let me know if you have any other battery or engine questions—I’m always here to help.",7/31/25,https://cyclopedia.cyclonerake.com/docs/charging-your-cyclone-rake-electric-start-battery-step-by-step-guide
Q - 213,213,6/24/25,,109 - Commander*,,,Can I store my Cyclone Rake dry?,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

While it may seem convenient, we don’t recommend storing your Cyclone Rake engine dry for long periods. Here’s why:

Why You Shouldn’t Store It Dry:
Even though we ship the engine without fluids, small amounts of oil and fuel residue are left behind from factory testing

Over time, these residues can dry out and cause internal issues, like stuck valves or gummed-up fuel components

If You Do Choose to Store It Dry:
Plan to take it out of storage in early spring (around March)

Add fresh oil, gas, and fuel stabilizer

Run the engine for about 30 minutes to circulate fluids and keep internal parts in good shape

After that, you can let it cool and store it again until fall if needed

This helps prevent startup issues and keeps your engine healthy during the off-season.

Let me know if you'd like guidance on proper storage or spring startup steps!",7/25/25,https://cyclopedia.cyclonerake.com/docs/fuel-storage-guidelines-for-your-cyclone-rake?highlight=engine%20storage
Q - 214,214,6/24/25,,110 - Commercial Pro*,,,Can I use a Cyclone Rake alongside a Mulching Kit?,,Answered,,"Thank you so much for reaching out with your question! I'm happy to help you with this.

Unfortunately, you cannot use a mulching kit while your Cyclone Rake is connected to your mower. The two systems are not compatible during operation.

Here's why:
Mulching kits block the mower’s discharge chute, which is exactly where the Cyclone Rake connects

The Cyclone Rake requires a completely open discharge chute to generate proper airflow and suction

The mulching cover or plug physically interferes with the Mower Deck Adapter (MDA) or rubber collar connection

What You’ll Need to Do:
To use the Cyclone Rake:

Remove the mulching kit

Ensure the chute is clear

Attach the MDA and hose as instructed

To mulch again:

Disconnect the Cyclone Rake

Reinstall the mulching kit

Let me know if you need help removing the kit or setting up your MDA—I’m here to help!",7/25/25,https://cyclopedia.cyclonerake.com/docs/can-i-use-a-cyclone-rake-with-a-mulching-kit?highlight=mulching%20kit
Q - 211,211,6/24/25,,105 - Classic*,,,Can I put an 8 or 10hp engine on smaller rake,,Answered,,"Thanks for reaching out with your question! I'm happy to help you with this.

You can’t install an 8HP or 10HP engine onto one of our smaller Cyclone Rake models. Each Cyclone Rake is designed with a specific engine and blower configuration to ensure everything lines up and functions properly.

Here’s why we don’t recommend it:
The shaft height of a larger engine won’t align correctly with the blower unit

The impeller would not sit properly inside the housing, which can affect performance and safety

Each unit is engineered and tested as a complete system, so mixing components can cause major issues

We always recommend using the original engine model matched to your Cyclone Rake to keep it running safely and effectively.

Let me know which model you have—I’d be glad to confirm the correct engine or upgrade options for you.",7/31/25,
Q - 008,8,5/25/25,Case - 008,111 - XL*,"""01-01-721 | Coupling 6""""x7"""" Power Vac""","PVP Coupling, 01-01-721",Battery replacement option for 111 - XL*.,,Reviewed,Keria Hickman,,,
Q - 009,9,5/25/25,Case - 008,111 - XL*,01-04-307 | Engine Replacement Kit - 6.5HP Vanguard Cyclonic,"Engine Model, 01-04-307",Is there a service center nearby?,,Reviewed,Cristopher Luciano,,,
Q - 012,12,5/25/25,Case - 005,101 - Standard Complete Platinum,01-03-308 | Classic Collector Bag - Velcro,"Collector Bag, 01-03-308","109 - Commander* vs 110 - Commercial Pro*, which one is quieter?",,Reviewed,Kenneth Rowe,The 109 - Commander* is much quieter than the 110 - Commercial Pro.,5/21/25,
Q - 013,13,5/25/25,Case - 004,110 - Commercial Pro*,05-02-302E | 8.0 HP Briggs & Stratton Vanguard E-Start Engine Replacement w/hardware kit,"Engine Model, 05-02-302E","How to get missing items for my new 107 - Commercial Pro 8"" Jetpath?",,Reviewed,Cristopher Luciano,We'll ship this directly to the customer.,5/23/25,
Q - 016,16,5/25/25,Case - 001,102 - Commercial,"""01-02-077  | Exit Chute complete- classic & commander, 8""""""","Exit Chute, 01-02-077 ",What lawn-and-leaf vacuum do you recommend for my dad?,,Reviewed,,102 - Commercial is a great vacuum for small backyards.,,
