         nspname         |                   proname                    |                                                                                                                                                                                                                                                                      args                                                                                                                                                                                                                                                                       |                 result                  | vol 
 documentdb_api_internal | documentdb_core_bson_to_bson                 | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | documentdb_core.bson                    | i
 documentdb_api_internal | generate_unique_shard_document               | p_document documentdb_core.bson, p_shard_key_value bigint, p_unique_spec documentdb_core.bson, p_sparse boolean                                                                                                                                                                                                                                                                                                                                                                                                                                 | documentdb_core.bson                    | i
 documentdb_api_internal | get_shard_key_value                          | p_shard_key documentdb_core.bson, p_collection_id bigint, p_document documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                       | bigint                                  | i
 documentdb_api_internal | gin_bson_composite_path_compare_partial      | bytea, bytea, smallint, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | integer                                 | i
 documentdb_api_internal | gin_bson_composite_path_consistent           | internal, smallint, anyelement, integer, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | boolean                                 | i
 documentdb_api_internal | gin_bson_composite_path_extract_value        | documentdb_core.bson, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | gin_bson_composite_path_options              | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | void                                    | i
 documentdb_api_internal | gin_bson_exclusion_consistent                | internal, smallint, anyelement, integer, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | boolean                                 | i
 documentdb_api_internal | gin_bson_exclusion_extract_query             | documentdb_api_catalog.shard_key_and_document, internal, smallint, internal, internal, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                       | void                                    | i
 documentdb_api_internal | gin_bson_exclusion_extract_value             | documentdb_api_catalog.shard_key_and_document, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | internal                                | i
 documentdb_api_internal | gin_bson_exclusion_options                   | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | void                                    | i
 documentdb_api_internal | gin_bson_hashed_consistent                   | internal, smallint, anyelement, integer, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | boolean                                 | i
 documentdb_api_internal | gin_bson_hashed_extract_query                | documentdb_core.bson, internal, smallint, internal, internal, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                | void                                    | i
 documentdb_api_internal | gin_bson_hashed_extract_value                | documentdb_core.bson, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | gin_bson_hashed_options                      | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | void                                    | i
 documentdb_api_internal | gin_bson_unique_shard_consistent             | internal, smallint, anyelement, integer, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | boolean                                 | i
 documentdb_api_internal | gin_bson_unique_shard_extract_query          | documentdb_core.bson, internal, smallint, internal, internal, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                | void                                    | i
 documentdb_api_internal | gin_bson_unique_shard_extract_value          | documentdb_core.bson, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | internal                                | i
 documentdb_api_internal | gin_bson_unique_shard_pre_consistent         | internal, smallint, documentdb_core.bson, integer, internal, internal, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                       | void                                    | i
 documentdb_api_internal | index_spec_as_bson                           | index_spec documentdb_api_catalog.index_spec_type, for_get_indexes boolean DEFAULT false, namespacename text DEFAULT NULL::text                                                                                                                                                                                                                                                                                                                                                                                                                 | documentdb_core.bson                    | i
 documentdb_api_internal | index_spec_options_are_equivalent            | left_index_spec documentdb_api_catalog.index_spec_type, right_index_spec documentdb_api_catalog.index_spec_type                                                                                                                                                                                                                                                                                                                                                                                                                                 | boolean                                 | i
 documentdb_api_internal | rum_bson_single_path_extract_tsvector        | documentdb_core.bson, internal, internal, internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | internal                                | i
 documentdb_api_internal | rum_bson_text_path_options                   | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | void                                    | i
 documentdb_api_internal | tdigest_add_double                           | internal, documentdb_core.bson, integer, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | internal                                | i
 documentdb_api_internal | tdigest_add_double_array                     | internal, documentdb_core.bson, integer, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | internal                                | i
 documentdb_api_internal | tdigest_array_percentiles                    | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | documentdb_core.bson                    | i
 documentdb_api_internal | tdigest_combine                              | internal, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | internal                                | i
 documentdb_api_internal | tdigest_deserial                             | bytea, internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | internal                                | i
 documentdb_api_internal | tdigest_percentile                           | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | documentdb_core.bson                    | i
 documentdb_api_internal | tdigest_serial                               | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | bytea                                   | i
 documentdb_api_internal | update_bson_document                         | document documentdb_core.bson, updatespec documentdb_core.bson, queryspec documentdb_core.bson, arrayfilters documentdb_core.bson DEFAULT NULL::documentdb_core.bson, variablespec documentdb_core.bson DEFAULT NULL::documentdb_core.bson, OUT newdocument documentdb_core.bson                                                                                                                                                                                                                                                                | documentdb_core.bson                    | i
 documentdb_core         | bson_compare                                 | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | integer                                 | i
 documentdb_core         | bson_equal                                   | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_core         | bson_from_bytea                              | bytea                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | documentdb_core.bson                    | i
 documentdb_core         | bson_get_value                               | documentdb_core.bson, text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | documentdb_core.bson                    | i
 documentdb_core         | bson_get_value_text                          | documentdb_core.bson, text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | text                                    | i
 documentdb_core         | bson_gt                                      | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_core         | bson_gte                                     | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_core         | bson_hash_int4                               | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | integer                                 | i
 documentdb_core         | bson_hash_int8                               | documentdb_core.bson, bigint                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | bigint                                  | i
 documentdb_core         | bson_hex_to_bson                             | cstring                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | documentdb_core.bson                    | i
 documentdb_core         | bson_in                                      | cstring                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | documentdb_core.bson                    | i
 documentdb_core         | bson_in_range_interval                       | documentdb_core.bson, documentdb_core.bson, interval, boolean, boolean                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | boolean                                 | i
 documentdb_core         | bson_in_range_numeric                        | documentdb_core.bson, documentdb_core.bson, documentdb_core.bson, boolean, boolean                                                                                                                                                                                                                                                                                                                                                                                                                                                              | boolean                                 | i
 documentdb_core         | bson_json_to_bson                            | text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | documentdb_core.bson                    | i
 documentdb_core         | bson_lt                                      | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_core         | bson_lte                                     | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_core         | bson_not_equal                               | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_core         | bson_object_keys                             | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | SETOF text                              | i
 documentdb_core         | bson_out                                     | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | cstring                                 | i
 documentdb_core         | bson_recv                                    | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | documentdb_core.bson                    | i
 documentdb_core         | bson_repath_and_build                        | VARIADIC "any"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | documentdb_core.bson                    | i
 documentdb_core         | bson_send                                    | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | bytea                                   | i
 documentdb_core         | bson_to_bson_hex                             | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | cstring                                 | i
 documentdb_core         | bson_to_bsonsequence                         | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | documentdb_core.bsonsequence            | i
 documentdb_core         | bson_to_bytea                                | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | bytea                                   | i
 documentdb_core         | bson_to_json_string                          | documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | cstring                                 | i
 documentdb_core         | bson_unique_index_equal                      | documentdb_core.bson, documentdb_core.bson                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | boolean                                 | i
 documentdb_core         | bsonquery_compare                            | documentdb_core.bsonquery, documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | integer                                 | i
 documentdb_core         | bsonquery_compare                            | documentdb_core.bson, documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | integer                                 | i
 documentdb_core         | bsonquery_equal                              | documentdb_core.bsonquery, documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | boolean                                 | i
 documentdb_core         | bsonquery_gt                                 | documentdb_core.bsonquery, documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | boolean                                 | i
 documentdb_core         | bsonquery_gte                                | documentdb_core.bsonquery, documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | boolean                                 | i
 documentdb_core         | bsonquery_in                                 | cstring                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | documentdb_core.bsonquery               | i
 documentdb_core         | bsonquery_lt                                 | documentdb_core.bsonquery, documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | boolean                                 | i
 documentdb_core         | bsonquery_lte                                | documentdb_core.bsonquery, documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | boolean                                 | i
 documentdb_core         | bsonquery_not_equal                          | documentdb_core.bsonquery, documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | boolean                                 | i
 documentdb_core         | bsonquery_out                                | documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | cstring                                 | i
 documentdb_core         | bsonquery_recv                               | internal                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | documentdb_core.bsonquery               | i
 documentdb_core         | bsonquery_send                               | documentdb_core.bsonquery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | bytea                                   | i
